DENV inhibitors RdRp_登革熱病毒抑制物_3738,,,
Molecule ChEMBL ID,Smiles,Standard Value,標籤小於等於10000為1；反之為0
CHEMBL1550917,O=C(NCc1ccco1)c1ccc(-c2ccccc2Cl)o1,112219.0,
CHEMBL1394773,COc1ccccc1CC(=O)NNC(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1,112219.0,
CHEMBL1441315,Cc1cc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)ccc1F,112219.0,
CHEMBL1374660,O=C(CN1C(=O)NC2(CCCCCC2)C1=O)c1ccccc1,112219.0,
CHEMBL1402126,COc1ccc(CCNC(=O)c2cc3c(=O)n4ccccc4nc3n(Cc3ccco3)c2=N)cc1OC,44042.0,
CHEMBL1605437,CC(C)COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)cc1,112219.0,
CHEMBL1519965,COc1ccc(-c2cc3nc(C)n(N)c(=O)c3s2)cc1,443.0,
CHEMBL1344378,Cc1cc(NC(=O)c2cc3ncc(Br)cn3n2)no1,112219.0,
CHEMBL1304314,CCCc1cc(=O)oc2c(C)c(OCC(=O)Nc3ccc(CN4CCOCC4)cc3)ccc12,112219.0,
CHEMBL1493085,Nc1ccn(-c2ccc(Cl)cc2)c(=O)c1,112219.0,
CHEMBL1609763,CC(C)(C)C1CCc2c(sc(NC(=O)c3cc(C4CC4)on3)c2C#N)C1,23135.0,
CHEMBL1541436,COc1ccc(NC(=O)CN2C(=O)C(c3ccccc3)=NC23CCCCCC3)cc1,112219.0,
CHEMBL1454010,Cc1onc(C(=O)Nc2ccc3c(c2)OCO3)c1[N+](=O)[O-],112219.0,
CHEMBL1571642,COC(=O)c1[nH]c2ccc(Cl)cc2c1NC(=O)CN1CCc2cc(OC)c(OC)cc2C1,112219.0,
CHEMBL1323348,CCOC(=O)C1=NN(C(=O)Nc2ccc(OC)cc2)C2C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)C12,27164.0,
CHEMBL1493607,CSc1ccc(/C=C2\C(=N)N3N=C(CC(=O)N4CCOCC4)SC3=NC2=O)cc1,112219.0,
CHEMBL1375740,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1F,1129.0,
CHEMBL1442280,O=C(NC(c1ccc(Cl)cc1)c1cc(Cl)c2cccnc2c1O)c1cccnc1,112219.0,
CHEMBL1323405,Cc1ccc2nc(NC(=O)CN3C(=O)NC4(CCCC4)C3=O)sc2c1,112219.0,
CHEMBL1493777,CCc1nnc(NC(=O)[C@@H](NC(=O)c2ccc(OC)cc2)C(C)C)s1,112219.0,
CHEMBL2000321,C/C(=N\NC(=O)c1ccc2c(c1)OCCO2)c1ccccc1,2975.0,
CHEMBL1395528,CC(Oc1ccccc1Cl)C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,112219.0,
CHEMBL1305898,COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)NCCN3CCOCC3)n2)cc1OC,47903.0,
CHEMBL1554376,Cc1nc2sccn2c(=O)c1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,112219.0,
CHEMBL1528570,CCN(CC)c1ccc(/C=C(\C#N)C(N)=S)cc1,112219.0,
CHEMBL1464431,CCCCNC(=O)Nc1ccc(Br)cn1,112219.0,
CHEMBL1376303,COc1ccc(-n2c(C)c(C(C)=O)c(C(C)=O)c2C)cc1OC,112219.0,
CHEMBL1306132,COc1ccc(N=Nc2n(C)c3ccccc3[n+]2C)cc1.O=S(=O)([O-])c1ccccc1,738.0,
CHEMBL3542231,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@@H](OC)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,1200.0,
CHEMBL1602976,COc1cccc(C(=O)NCc2ccc3c(c2)cc(C)n3C)c1,21253.0,
CHEMBL4553551,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3c2CN(CCOc2ccccc2)C3=O)cc1,12200.0,
CHEMBL3335505,C#CCC(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccccc1)C(N)=O,17500.0,
CHEMBL3335514,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccccc1)C(N)=O,28200.0,
CHEMBL549789,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,100000.0,
CHEMBL438605,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,11200.0,
CHEMBL4438239,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3C[C@H](C(C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O,3.0,
CHEMBL4438239,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3C[C@H](C(C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O,2.0,
CHEMBL4447800,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N,7100.0,
CHEMBL4447800,Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N,1500.0,
CHEMBL4288440,OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(-c4ccco4)ncnc32)[C@@H](O)[C@@H]1O,50000.0,
CHEMBL4860057,NCCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@H](Cc1ccc(N)cc1)C(=O)NCc1ccc(OCc2ccccc2)cc1,35800.0,
CHEMBL4538323,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN(C)C)c2ccc(Cl)cc21,6000.0,
CHEMBL4459375,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN(C)CCS(C)(=O)=O)c2ccc(Cl)cc21,5000.0,
CHEMBL4576872,C#CCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,5000.0,
CHEMBL2110737,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,200.0,
CHEMBL4460831,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCC1CCCCC1,1500.0,
CHEMBL4461527,COc1ccc(-c2cnc3[nH]cc(C#Cc4ccccc4)c3c2)cc1OC,5640.0,
CHEMBL4448513,COc1ccc(-c2cnc3[nH]cc(C#Cc4cccc(C#N)c4)c3c2)cc1OC,10200.0,
CHEMBL4467064,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN2CCN(C)CC2)c2ccc(Cl)cc21,30.0,
CHEMBL4465077,COCCCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,5000.0,
CHEMBL4845724,Fc1cccc(Nc2nc(NCCOc3ccccc3)nc3[nH]cnc23)c1,12000.0,
CHEMBL4853068,CNc1nc(Nc2cccc(C(=O)OC)c2)c2nc[nH]c2n1,18000.0,
CHEMBL605959,N#Cc1c(NC(=O)c2cccc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)c2)sc2c1CCCC2,17640.0,
CHEMBL2036490,O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2COC(=O)c2cccc(O)c2O)[C@H](OC(=O)c2ccccc2)[C@@H](O)[C@@H]1O)c1ccccc1,9500.0,
CHEMBL1568578,CCn1c(=O)c([N+](=O)[O-])c(NCCc2ccc(OC)c(OC)c2)c2ccccc21,112219.0,
CHEMBL408850,COc1ccc2nc(NC(=O)c3ccoc3C)sc2c1,468.0,
CHEMBL1339911,O=C(Nc1ccccc1F)c1cnc(O)nc1O,112219.0,
CHEMBL1409752,O=S1(=O)CCN(Cc2csc(-c3cccs3)n2)CC1,17855.0,
CHEMBL1455604,O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2Cl)on1,112219.0,
CHEMBL1465861,CNC(=O)/C(C#N)=C/c1ccc(-c2nc3ccccc3s2)o1,112219.0,
CHEMBL3211930,COc1ccc(C(=O)Nc2ccccc2C(=O)N/N=C/c2ccncc2)cc1OC,564.0,
CHEMBL1439717,N=C(NOC(=O)c1ccccc1Cl)c1cccnc1,112219.0,
CHEMBL1490160,O=C(Nc1ccc(S(=O)(=O)NCc2ccco2)cc1)c1ccc(F)cc1,112219.0,
CHEMBL3207928,CC(C)=C(NC(=O)c1ccccc1)C(=O)N/N=C/c1ccc(O)cc1,112219.0,
CHEMBL1381932,CCOC(=O)Nc1ccc2c(COC(=O)CNS(=O)(=O)c3cccc(Br)c3)cc(=O)oc2c1,112219.0,
CHEMBL2004186,CCOc1ccc(/C=N/NC(=O)c2ccoc2C)cc1OC,6035.0,
CHEMBL1302515,O=C(Nc1ccc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1)C1=CSCCO1,112219.0,
CHEMBL1558033,O=C(CN(Cc1ccccc1Cl)C(=O)c1ccc(CN2CCOCC2)o1)NCc1ccccc1,62606.0,
CHEMBL1458858,O=C(CCl)Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,27698.0,
CHEMBL1566932,COc1ccc(C2NC(=O)c3[nH]nc(C)c32)c(OC)c1,2827.0,
CHEMBL1528106,CCOC(=O)c1[nH]nc(-c2c(O)cc(C)cc2O)c1-c1csc(C)n1,112219.0,
CHEMBL1359989,CCS(=O)(=O)Nc1ccc(-c2nnc(SCC(=O)OC)o2)cc1,6334.0,
CHEMBL1528618,N#CCCN(C(=O)COC(=O)CCc1c[nH]c2ccccc12)c1ccc(F)cc1,45680.0,
CHEMBL1381194,CCCCn1c(N)c(N(Cc2ccccc2OC)C(=O)C(C)Oc2ccc(Cl)cc2)c(=O)[nH]c1=O,112219.0,
CHEMBL1333533,COc1ccc(NC(=O)CSc2ccccn2)c([N+](=O)[O-])c1,112219.0,
CHEMBL1302889,COC(=O)c1c(-c2cccnc2)csc1NC(=O)c1ccc2c(c1)OCO2,8113.0,
CHEMBL1452104,Cc1ccc(C)n1-c1ccc(C(=O)NN=C2CCCC2)cc1,112219.0,
CHEMBL1558310,COc1ncnc2sc(-c3ccccc3)cc12,6332.0,
CHEMBL1492001,COC(=O)c1sccc1NC(=O)Nc1cccc(C)c1,2497.0,
CHEMBL1519387,COc1cccc(-c2cn3nc(C)c(C)nc3n2)c1,6724.0,
CHEMBL1422840,CCn1c(SCC(=O)N(C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)nc2ccccc21,112219.0,
CHEMBL1556210,C=C(C)CC1(NC(C)c2ccccc2)CCCCC1,112219.0,
CHEMBL1370281,CCOC(=O)C1(Cc2cccc(OC)c2)CCN(CC=C(C)C)CC1,21442.0,
CHEMBL3192773,N/C(=N\N=C\c1ccc(O)c(O)c1)c1nonc1N,1737.0,
CHEMBL1498862,COC(=O)c1c(NC(=O)C2CC(=O)NN2Cc2ccccc2)sc(C)c1C,112219.0,
CHEMBL1459767,COC(=O)c1nn(-c2ccc3c(c2)CCN3C(C)=O)cc1O,1062.0,
CHEMBL1320389,COc1ccc(-c2csc(CCn3nc(C)cc3C)n2)cc1,112219.0,
CHEMBL1604565,Cc1[nH]c2ccccc2c1C(=O)CSc1nncn1C,112219.0,
CHEMBL1604790,O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1,3005.0,
CHEMBL1329761,O=C(CCc1ccccc1)Nc1nncs1,112219.0,
CHEMBL1342654,CCOC(=O)c1ccc(COC(=O)c2ccc(-c3nnc(-c4ccccc4)o3)cc2)o1,8766.0,
CHEMBL1412749,O=C(CCN1C(=O)C2C3CCC(C3)C2C1=O)Nc1ccccc1Cl,112219.0,
CHEMBL1578331,CC1=[N+]([O-])C(C)(C)N(O)C1(C)C,112219.0,
CHEMBL3212753,COc1c(/C=N/NC(=O)c2ccccc2O)c(CCN(C)C(C)=O)cc2c1OCO2,112219.0,
CHEMBL1330058,O=C(Oc1ccc(-c2nc(-c3ccccn3)no2)cc1)c1ccccc1,475.0,
CHEMBL1333973,COCCN(C(=O)COC(=O)CCc1nc2ccccc2s1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,112219.0,
CHEMBL1558550,COc1cccc(NC(=O)c2cccs2)c1,112219.0,
CHEMBL1409939,O=C(O)c1ccc(COc2cccc(CO)c2)cc1,4376.0,
CHEMBL1423319,COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)CN1CCOCC1,112219.0,
CHEMBL1497122,CCOc1cc2[nH]c(=S)n(CCC(=O)NCc3ccco3)c(=O)c2cc1OCC,112219.0,
CHEMBL1448184,CCC(=O)Nc1nnc(SCC(=O)NCCc2ccc(OC)c(OC)c2)s1,112219.0,
CHEMBL1328504,COc1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2O)cc1,2150.0,
CHEMBL1477386,COc1ccc(OC)c(CNC(=O)c2coc(=O)c3ccccc23)c1,19499.0,
CHEMBL3208736,O=C(O)c1ccc(/C=N\Nc2ccccn2)cc1,2545.0,
CHEMBL1339683,O=C(COC(=O)c1[nH]nc2ccccc12)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,112219.0,
CHEMBL1453561,O=C(CCCn1nnc2ccccc2c1=O)N[C@H](C(=O)O)c1ccccc1,112219.0,
CHEMBL1502328,O=C(CN1C(=O)c2cccc3cccc1c23)N1CCN(c2cccc(Cl)c2)CC1,112219.0,
CHEMBL1463050,O=C(CCCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)NNC(=O)c1ccc(Cl)cc1Cl,112219.0,
CHEMBL1571574,COc1cccc2oc3ccc(C#Cc4ccccn4)cc3c(=O)c12,5099.0,
CHEMBL1453996,CN1CCN(c2ccc(-c3ccc4ccccc4n3)cc2)CC1,1664.0,
CHEMBL1408307,Br.CCCSc1ccc2nc(-c3ccccc3)cn2c1,2137.0,
CHEMBL1570658,O=C(/C=C/c1ccccc1Cl)Nc1ccncc1,26724.0,
CHEMBL1353666,CC(Oc1ccc(F)cc1)C(=O)Nc1ccccc1N1CCCCC1,20958.0,
CHEMBL1353917,O=C(CN(CCN1CCOCC1)C(=O)Cn1nnc(-c2ccc(F)cc2)n1)NC1CCCCC1,112219.0,
CHEMBL2440159,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=S)N(Cc3ccc(OC)cc3)C2=O)cc1)C(N)=O,37300.0,
CHEMBL2440353,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)N(C3CCCC3)C2=O)cc1)C(N)=O,44900.0,
CHEMBL2440352,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)N(CCCC)C2=O)cc1)C(N)=O,50000.0,
CHEMBL2440179,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)NC2=O)cc1)C(N)=O,50000.0,
CHEMBL2440357,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)N(CCOC(C)=O)C2=O)cc1)C(N)=O,4800.0,
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,29300.0,
CHEMBL3339382,Cc1ccc(NC(=O)c2nc[nH]c2C(=O)Nc2ccc(F)cc2)c(-c2cc(C)n[nH]2)c1,2500.0,
CHEMBL2440347,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)N(CCc3ccccc3)C2=O)cc1)C(N)=O,37200.0,
CHEMBL2440346,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc1)C(N)=O,41100.0,
CHEMBL2440345,CCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(/C=C2\SC(=O)N(Cc3ccc(F)cc3)C2=O)cc1)C(N)=O,2900.0,
CHEMBL3763384,COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1CSc1nc2ccccc2s1,11800.0,
CHEMBL3763557,COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1COc1ccc(NC(C)=O)cc1,19870.0,
CHEMBL3919119,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(CN)cc1)NC(=O)c1ccccc1)B(O)O,66.0,
CHEMBL4864411,N/C(=N\O)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(/C(N)=N/O)c4)ccc2n3S(=O)(=O)c2ccccc2Br)c1,7600.0,
CHEMBL4879110,N=C(N)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(C(=N)N)c4)ccc2n3S(=O)(=O)c2cccc(OC(F)(F)F)c2)c1,8100.0,
CHEMBL4869190,N/C(=N\O)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(/C(N)=N/O)c4)ccc2n3S(=O)(=O)c2cccc(Br)c2)c1,2400.0,
CHEMBL3194273,CN(C)c1ccc(/C=N/Nc2nncc3ccccc23)cc1,2365.0,
CHEMBL515239,COC(=O)[C@H](O)[C@H]1C(C)(C)[C@H](O)[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccco5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O,3500.0,
CHEMBL3604361,Nc1ncc(F)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,7100.0,
CHEMBL4205665,COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2cccnc2)cc(OC)c1,173.0,
CHEMBL1630219,C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(C(N)=O)c2c(N)ncnc21,2000.0,
CHEMBL4209093,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccncc2)c1,138.0,
CHEMBL98123,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,8857.0,
CHEMBL4061079,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,108100.0,
CHEMBL4102410,C[C@@H]1NC(=O)[C@H](CS)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)CNC1=O,9200.0,
CHEMBL4065582,C[C@@H]1NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)CNC1=O,200000.0,
CHEMBL4081875,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCCN)NC1=O,4600.0,
CHEMBL4081376,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,23200.0,
CHEMBL4099397,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,141100.0,
CHEMBL3604362,Nc1ncc(F)c2c1ncn2[C@@H]1C=C(CCO)[C@@H](O)[C@H]1O,15000.0,
CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,37800.0,
CHEMBL1358666,O=C(NNS(=O)(=O)c1ccccc1)c1cccnc1,112219.0,
CHEMBL1528998,COC(=O)C1(C(F)(F)F)N=C2Sc3ccccc3N2C(N2CCOCC2)=N1,112219.0,
CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,6.46,
CHEMBL1398602,O=C(O)c1ccc(-c2noc(-c3ccccc3F)n2)cc1,1605.0,
CHEMBL7747,O=C(/C=C/c1ccc(O)cc1)c1ccccc1,701.0,
CHEMBL1304945,Cn1c(=O)c2c(nc(CN3CCOCC3)n2CC(=O)c2ccccc2)n(C)c1=O,39035.0,
CHEMBL495,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,88.0,
CHEMBL3741422,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccccc2)cc1,16000.0,
CHEMBL4649399,CCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,2800.0,
CHEMBL418899,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,8140.0,
CHEMBL418899,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,13600.0,
CHEMBL3941938,Nc1cc(C(F)(F)F)ccc1NC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,110000.0,
CHEMBL2413445,CCCCc1cccc2c1c1c(N)ncnc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,14800.0,
CHEMBL2413435,Nc1ncnc2c1c1ccccc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,39600.0,
CHEMBL4648830,O=C(NCc1ccc(O)cc1)c1cc(-c2ccccc2)c(=O)n2c1sc1ccc(OC3CCCCC3)cc12,,
CHEMBL4640172,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccccc1.O=C(O)C(F)(F)F,,
CHEMBL4641816,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1.O=C(O)C(F)(F)F,3000.0,
CHEMBL4635643,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2ccc(C#N)cc2)cc1.O=C(O)C(F)(F)F,,
CHEMBL4210531,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2cccnc2)c1,138.0,
CHEMBL4211058,COc1cc(NC(C(=O)c2c[nH]c3cc(CCN(C)C)ccc23)c2ccccc2)cc(OC)c1,2000.0,
CHEMBL1940606,O=C(O)CCC[C@H](/C=C/c1ccccc1)c1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccccc1)O2,27000.0,
CHEMBL1940600,O=C(O)CCCC(/C=C/c1ccccc1)c1c(O)c2c(c(C(/C=C/c3ccccc3)CCCC(=O)O)c1O)OC(c1ccccc1)CC2=O,2400.0,
CHEMBL5425658,COc1cccc(/C=C/c2nc3ccc(N4CCOCC4)cc3c(=O)n2-c2cccc(C(C)(C)C)c2)n1,210.0,
CHEMBL4444527,COc1ccc(-c2cnc3[nH]cc(NC(=O)c4ccccc4)c3c2)cc1OC,4070.0,
CHEMBL4524476,COc1ccc(-c2cnc3[nH]cc(NC(=O)c4ccc(F)cc4)c3c2)cc1OC,8340.0,
CHEMBL4635666,CCCCCCc1cn(-c2ccc(NC(=O)Nc3ccccc3C(F)(F)F)cc2)nn1,2700.0,
CHEMBL4536890,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCF)c2ccc(Cl)cc21,5000.0,
CHEMBL4434650,COc1cccc(CN2C(=O)[C@]3(CC(=O)Nc4c3nnn4[C@@H](C)c3ccc(Cl)cc3)c3cc(Cl)ccc32)c1,830.0,
CHEMBL4467064,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN2CCN(C)CC2)c2ccc(Cl)cc21,300.0,
CHEMBL4593413,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCCCCCCCCCN(C)C)c2ccc(Cl)cc21,3500.0,
CHEMBL4440476,O=C1OCc2c(Nc3cccc(O)c3)nc(N3CCOCC3)nc21,128000.0,
CHEMBL1877532,Cc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1[N+](=O)[O-],970.0,
CHEMBL3344305,CC(=O)N1N=C(c2cc(-c3ccccc3)nc3ccccc23)OC1c1ccc(C(=O)O)cc1,12500.0,
CHEMBL3628276,N=C(N)Nc1ccc(C[C@H](NC(=O)c2ccc(C(F)(F)F)cc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)cc1,690.0,
CHEMBL2164633,NS(=O)(=O)c1ccc(N/N=C/c2cc(C(=O)N/N=C/c3cccc(O)c3)c3ccccc3n2)cc1,7830.0,
CHEMBL573289,C#Cc1c(C(N)=O)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,38.0,
CHEMBL4645917,COc1cc(-c2cnc3c(N4C[C@@H](C)O[C@@H](C)C4)snc3c2)ccc1C(=O)O,10000.0,
CHEMBL224128,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,53550.0,
CHEMBL2348371,CC(C)(C)C(=O)N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C1C2CC3CC(C2)CC1C3,125.0,
CHEMBL1877532,Cc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1[N+](=O)[O-],740.0,
CHEMBL176599,O=C(O)c1cnc2c([N+](=O)[O-])cccc2c1O,100000.0,
CHEMBL1346923,COc1ccccc1NC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc3c(c1)OCO3)N2,112219.0,
CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,78.0,
