DENV inhibitors RdRp_登革熱病毒抑制物_3738,,,
Molecule ChEMBL ID,Smiles,Standard Value,標籤小於等於10000為1；反之為0
CHEMBL4641383,CCCCCCCC(=O)N[C@H](C(=O)NCc1ccc(NC(=N)N)cc1)c1ccc(OCc2ccccc2)cc1.O=C(O)C(F)(F)F,830.0,
CHEMBL1580851,O=C(O)C1C2C=CC(C2)C1C(=O)NCc1ccccn1,112219.0,
CHEMBL1337402,Cc1n[nH]c(S/C(C(=O)O)=C2/C(=O)Nc3ccccc32)n1,112219.0,
CHEMBL1544466,CCOc1ccc(N2CC(C(=O)NCCc3ccc(OC)c(OC)c3)CC2=O)cc1,36128.0,
CHEMBL4459375,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN(C)CCS(C)(=O)=O)c2ccc(Cl)cc21,18.0,
CHEMBL4568250,CC(C)N1C(=O)C[C@]2(C(=O)Nc3ccc(Cl)cc32)c2nnn([C@@H](C)c3ccc(Cl)cc3)c21,4400.0,
CHEMBL4459948,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2ccc(Cl)nc2)c2ccc(Cl)cc21,5000.0,
CHEMBL4454595,COC(=O)CN1C(=O)C[C@]2(C(=O)Nc3ccc(Cl)cc32)c2nnn([C@@H](C)c3ccc(Cl)cc3)c21,10000.0,
CHEMBL4538323,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN(C)C)c2ccc(Cl)cc21,5000.0,
CHEMBL4472422,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCCCN(C)C)c2ccc(Cl)cc21,5000.0,
CHEMBL4473559,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCCCN2CCCCC2)c2ccc(Cl)cc21,5000.0,
CHEMBL4579860,CC(C)CN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,1300.0,
CHEMBL4574992,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NC(C(N)=O)(c1ccccc1)c1ccccc1,,
CHEMBL3740277,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccccc1,3800.0,
CHEMBL4527041,N=C(N)NCCCN(CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccccc1)C(=O)c1ccccc1,,
CHEMBL4436871,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N(CCCCN)CC(=O)N[C@@H](C(N)=O)c1ccccc1,,
CHEMBL1214186,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,41.0,
CHEMBL4538323,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN(C)C)c2ccc(Cl)cc21,5000.0,
CHEMBL1631360,CC1(C)CC(Nc2nc(-c3ccc(-c4ccc(Cl)cc4)s3)c3ccccc3n2)CC(C)(C)N1,84.0,
CHEMBL4472422,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCCCN(C)C)c2ccc(Cl)cc21,190.0,
CHEMBL4513651,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCCCCCCCN(C)C)c2ccc(Cl)cc21,490.0,
CHEMBL4554332,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCCBr)c2ccc(Cl)cc21,76.0,
CHEMBL4449100,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(C)c2ccc(Cl)cc21,5000.0,
CHEMBL4162022,NS(=O)(=O)c1ccc(N2N=C(c3ccc(OCc4ccccc4)cc3)CC2c2ccccc2)cc1,80000.0,
CHEMBL3740600,N=C(N)NCCC[C@H](NC(=O)c1cc2ccsc2s1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,203.0,
CHEMBL2348380,CC(C)(C)CC(=O)N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C1CCCCC1,1500.0,
CHEMBL2348383,CC1CCCCC1N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C(=O)C(C)(C)C,320.0,
CHEMBL2348382,CC(C)(C)C(=O)N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C1CCCCC1,280.0,
CHEMBL4864012,O=C(NCC1CCNCC1)c1cc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2[nH]1,10700.0,
CHEMBL4278184,OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(-c4ccco4)ncnc32)[C@H](F)[C@@H]1O,50000.0,
CHEMBL4646482,CCCCCC(=O)N[C@H](C(=O)NCCCCN)c1ccc(OCc2ccccc2)cc1,,
CHEMBL3809079,COc1cc(C)c(C(=O)NS(=O)(=O)c2ccccc2)cc1-c1ccc(C#CCO)s1,31000.0,
CHEMBL3808396,COc1cc(C)c(C(=O)NS(C)(=O)=O)cc1-c1ccc(C#CCO)s1,50000.0,
CHEMBL3809551,COc1cc(C)c(S(=O)(=O)NC(=O)c2cccc3cccnc23)cc1-c1ccc(C#CCO)s1,14000.0,
CHEMBL3808633,COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,1800.0,
CHEMBL4636692,O=C(N[C@@H](CO)C(=O)O)c1cc(-c2ccccc2)c(=O)n2c1sc1ccc(OC3CCCCC3)cc12,,
CHEMBL3910205,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cccc(NC(=N)N)c1)NC(=O)c1ccccc1)B(O)O,48000.0,
CHEMBL4568250,CC(C)N1C(=O)C[C@]2(C(=O)Nc3ccc(Cl)cc32)c2nnn([C@@H](C)c3ccc(Cl)cc3)c21,310.0,
CHEMBL4515898,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2ccccn2)c2ccc(Cl)cc21,3.0,
CHEMBL4471004,Cc1ccc(CN2C(=O)[C@]3(CC(=O)Nc4c3nnn4[C@@H](C)c3ccc(Cl)cc3)c3cc(Cl)ccc32)cn1,11.0,
CHEMBL4538323,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN(C)C)c2ccc(Cl)cc21,6000.0,
CHEMBL4454595,COC(=O)CN1C(=O)C[C@]2(C(=O)Nc3ccc(Cl)cc32)c2nnn([C@@H](C)c3ccc(Cl)cc3)c21,10000.0,
CHEMBL4576872,C#CCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,69.0,
CHEMBL4568434,Cc1ccc(N2C[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c3ccccc3)c3ccc(OCc4ccccc4)cc3)C2=O)cc1,2700.0,
CHEMBL4458661,CC(C)N1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,5000.0,
CHEMBL4446551,CC(C)CCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,5000.0,
CHEMBL4471004,Cc1ccc(CN2C(=O)[C@]3(CC(=O)Nc4c3nnn4[C@@H](C)c3ccc(Cl)cc3)c3cc(Cl)ccc32)cn1,5000.0,
CHEMBL4447223,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN2CCCCC2)c2ccc(Cl)cc21,5000.0,
CHEMBL4455078,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN2CCC2)c2ccc(Cl)cc21,5000.0,
CHEMBL4436766,CNCCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,5000.0,
CHEMBL4475139,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2ccccc2)c2ccc(Cl)cc21,2000.0,
CHEMBL4591166,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc(Cl)cc21,4600.0,
CHEMBL4575020,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2cccnc2)c2ccc(Cl)cc21,3200.0,
CHEMBL4452845,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2ccncc2)c2ccc(Cl)cc21,5000.0,
CHEMBL4538647,COC(=O)CN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,5000.0,
CHEMBL4458661,CC(C)N1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,23.0,
CHEMBL4536890,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCF)c2ccc(Cl)cc21,38.0,
CHEMBL4586370,CCCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,10.0,
CHEMBL4440652,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1N(C)C(=O)C(C)(C)[C@]21C(=O)N(C)c2ccc(Cl)cc21,5000.0,
CHEMBL4470681,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2ccc(F)cc2)c2ccc(Cl)cc21,48.0,
CHEMBL4205361,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2cccc(C)c2)c1,269.0,
CHEMBL4214021,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccc(C)nc2)c1,73.0,
CHEMBL4205233,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccsc2)c1,134.0,
CHEMBL4216943,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccco2)c1,297.0,
CHEMBL4212873,COc1ccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc1OC,1600.0,
CHEMBL1631769,C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(C#N)c2c(N)ncnc21,3100.0,
CHEMBL4548448,CCCCCCN1C(=O)[C@]2(CC(=O)Nc3c2nnn3[C@@H](C)c2ccc(Cl)cc2)c2cc(Cl)ccc21,830.0,
CHEMBL4471004,Cc1ccc(CN2C(=O)[C@]3(CC(=O)Nc4c3nnn4[C@@H](C)c3ccc(Cl)cc3)c3cc(Cl)ccc32)cn1,5000.0,
CHEMBL4455078,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN2CCC2)c2ccc(Cl)cc21,67.0,
CHEMBL4575020,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(Cc2cccnc2)c2ccc(Cl)cc21,21.0,
CHEMBL4572212,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCO)c2ccc(Cl)cc21,5000.0,
CHEMBL4475296,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1NC(=O)C[C@]21C(=O)N(CCN2CCCC2)c2ccc(Cl)cc21,5000.0,
CHEMBL4533571,COc1ccc(CN2Cc3c(Nc4ccc(S(N)(=O)=O)cc4)nc(N4CCOCC4)nc3C2=O)cc1,97900.0,
CHEMBL4466218,O=C(NCCc1ccccc1)c1nc(N2CCOCC2)nc(Nc2cccc(O)c2)c1CO,20700.0,
CHEMBL1794231,CC(=O)Nc1c(C#N)c(-c2ccccc2)c(C#N)c(=O)n1-c1ccc(C)cc1,129000.0,
CHEMBL1718648,CC(=O)Nc1ccc(/C(C)=N/NC(=O)C2CCCC2)cc1,11280.0,
CHEMBL1358431,Cc1ccc(-c2c(C#N)c(N)n(-c3ccc(Cl)cc3)c(=O)c2C#N)cc1,9215.0,
CHEMBL4128325,CC#C[C@]1(O)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@H]1O,9000.0,
CHEMBL1631358,CC1(C)CC(Nc2nccc(-c3ccc(-c4ccc(Cl)cc4)s3)n2)CC(C)(C)N1,320.0,
CHEMBL3343164,N=C1/C(=C/c2cn(Cc3ccccc3)c3ccccc23)C(=O)N=C2SC(SCc3ccccc3)=NN12,6090.0,
CHEMBL3343176,N#C/C(=C\c1cn(Cc2ccccc2C#N)c2ccccc12)C(=O)Nc1nnc(SCc2ccccc2)s1,2860.0,
CHEMBL3343173,N#C/C(=C\c1cn(Cc2ccc(F)cc2)c2ccccc12)C(=O)Nc1nnc(SCc2ccccc2)s1,2240.0,
CHEMBL606173,COc1ccc(CN(CC[C@@H](c2ccccc2)c2ccco2)C(=O)c2ccoc2)cc1,25000.0,
CHEMBL596747,Cc1cc(C(=O)CSc2nc(N)cc(=O)[nH]2)c(C)n1Cc1ccc2c(c1)OCO2,100000.0,
CHEMBL605779,Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1,64200.0,
CHEMBL597777,O=C(O)COc1ccccc1/C=N\NC(=O)Cc1csc(Nc2cccc(C(F)(F)F)c2)n1,100000.0,
CHEMBL597979,O=S(=O)(O)c1cccc(NNc2ccc(Nc3ccccc3)cc2)c1,10680.0,
CHEMBL4204807,O=C(c1c[nH]c2ccccc12)C(Nc1cc(F)cc(F)c1)c1ccccc1,1700.0,
CHEMBL4205665,COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2cccnc2)cc(OC)c1,15.0,
CHEMBL1535293,Cc1[nH]c2nc(SCC(=O)c3ccccc3)nc-2cc1Br,112219.0,
CHEMBL1467334,O=C(CCCCCn1nnc2ccccc2c1=O)N[C@H](C(=O)O)c1ccccc1,112219.0,
CHEMBL1546066,CC1CC(=O)NN=C1c1ccc(N)c([N+](=O)[O-])c1,88.0,
CHEMBL1469581,COc1ccc2oc(=O)c(C(=O)N3CCCC3)cc2c1,112219.0,
CHEMBL1369757,COc1ccc(CCN2CC(C(=O)NCCc3ccccc3C(F)(F)F)CCC2=O)cc1,112219.0,
CHEMBL1488176,CCn1c(Cc2cccn2C)nnc1SCC(=O)c1ccc(C)cc1,112219.0,
CHEMBL1390836,c1ccc2c(C3=NN=C(NC4CC4)SC3)c[nH]c2c1,20182.0,
CHEMBL1549379,CC(=O)c1cccc(-n2nnnc2SCC(=O)N2CCCC2)c1,112219.0,
CHEMBL1392570,COc1ccc(C(=O)NNC(=O)c2ccccn2)cc1,429.0,
CHEMBL1312760,CCOC(=O)C1CCN(C(=O)CCc2nnc3ccc(NCc4ccco4)nn23)CC1,112219.0,
CHEMBL1966921,COc1ccc(/C=N/NC(=O)c2nonc2C)cc1,2836.0,
CHEMBL1521649,COc1cccc(Oc2c(C)oc3c(CN4CCCCC4)c(O)ccc3c2=O)c1,19163.0,
CHEMBL1572538,Cc1cc(C)n2nc(N)c(N=Nc3ccccc3)c2n1,112219.0,
CHEMBL1593417,CN(C)c1ccc(CNC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)cc1,112219.0,
CHEMBL3191437,COc1ccc(/C=N/N=C(\N)c2nonc2N)cc1,2669.0,
CHEMBL1307776,CCCCOc1cccc(-c2cc(C(=O)NN=C(S)NCC)c3ccccc3n2)c1,110847.0,
CHEMBL1444056,CC(=O)Nc1ccc(C(=O)N(C)c2ccccc2)cc1,112219.0,
CHEMBL1417128,CCOC(=O)C1CCN(C(=O)Cn2nc(C)n3c(cc4cc(F)ccc43)c2=O)CC1,15774.0,
CHEMBL1522591,CCOC(=O)N1CCN(C(=O)CCCN2C(=O)CSc3nc(C)cc(C)c32)CC1,112219.0,
CHEMBL1411333,CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,1873.0,
CHEMBL1608430,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)C1CCCO1,1692.0,
CHEMBL439718,OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O,1090.0,
CHEMBL1540173,COc1ccc(N2CCN(CC(=O)c3ccc(O)cc3O)CC2)cc1,112219.0,
CHEMBL1441481,OC(COc1ccc2ccccc2c1Br)Cn1ccnc1,112219.0,
CHEMBL1344582,O=C(/C=C/Nc1ccc(F)cc1F)c1cccs1,4234.0,
CHEMBL1424060,CC(=O)c1ccc(NC(=O)c2cc[nH]n2)cc1,7065.0,
CHEMBL1580554,COc1cccc(-n2c(N)c(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)c3nc4ccccc4nc32)c1,112219.0,
CHEMBL1384906,CCOC(=O)C1CCCN(C(=O)c2ccc3oc(Cc4ccccc4)nc3c2)C1,112219.0,
CHEMBL1533279,O=C1C=C(c2ccc(Cl)cc2)C(=O)N1Nc1ccccc1,21511.0,
CHEMBL1542915,O=C(c1ccco1)c1cn(CC(=O)N2CCCc3ccccc32)c2ccccc12,112219.0,
CHEMBL1612577,COn1c(=O)c(=O)n(O)c2ccccc21,112219.0,
CHEMBL4218618,O=C(c1c[nH]c2ccccc12)C(Nc1cccnc1)c1ccccc1,5000.0,
CHEMBL4202454,COc1nc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)ns1,3300.0,
CHEMBL4214655,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccc(C)cc2)c1,22.0,
CHEMBL4215399,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2cc(C)on2)c1,590.0,
CHEMBL4206605,COc1cccc(NC(C(=O)c2c[nH]c3cccc(Cl)c23)c2ccccc2)c1,24.0,
CHEMBL4210976,COc1cccc(NC(C(=O)c2c[nH]c3ccc(F)cc23)c2ccccc2)c1,34.0,
CHEMBL4215935,COc1cc(NC(C(=O)c2c[nH]c3ccc(F)cc23)c2ccccc2)cc(OC)c1,7.0,
CHEMBL4205131,COc1cccc(NC(C(=O)c2c[nH]c3cc(OC)ccc23)c2ccccc2)c1,43.0,
CHEMBL4212873,COc1ccc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc1OC,78.0,
CHEMBL3426591,COc1ccc2c(c1)C1(CC(=O)Nc3c1cnn3Cc1ccc(Cl)cc1)C(=O)N2,2300.0,
CHEMBL1565445,Cc1cc(C)n(Cc2cccc(F)c2)c(=O)c1C#N,112219.0,
CHEMBL1594257,CN(C)CCOC(=O)CCc1ccccc1.Cl,112219.0,
CHEMBL1516719,Cc1noc(C)c1CSc1nnc2scc(-c3ccc(Cl)cc3)n12,112219.0,
CHEMBL1582460,CCCc1cc(C(=O)N2CCCC(N3CCN(c4ccccc4F)CC3)C2)n(C)n1,21554.0,
CHEMBL1346992,CCn1cc(C(=O)N[C@@H](CCSC)C(=O)NCCCn2ccnc2)c(=O)c2cc3c(cc21)OCO3,112219.0,
CHEMBL1599915,COc1cc2c(cc1OC)-c1cc(Nc3ccc4c(c3)OCCO4)nc(=O)n1CC2,4632.0,
CHEMBL1456273,COc1ccc(C(=O)Nc2ccc3[nH]ccc3c2)cc1OC,112219.0,
CHEMBL1467416,O=C(NCc1ccc2c(c1)OCO2)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,112219.0,
CHEMBL1406506,CCOc1ccc(S(=O)(=O)NCCC(=O)N2CCCN(C)CC2)cc1,112219.0,
CHEMBL1350091,CCCc1nc2oc3c(O)ncnc3c2c2c1CCCC2,112219.0,
CHEMBL1327226,N#C/C(=C\c1c[nH]c2ccccc12)c1nnc2n1CCCCC2,112219.0,
CHEMBL1483647,Cc1c(C(=O)N2CCCC2)sc(NC(=O)c2ccc(Cl)cc2)c1C#N,112219.0,
CHEMBL1584140,COc1ccc(CCN2CC(C(=O)NCCc3ccc(C(F)(F)F)cc3)CCC2=O)cc1,112219.0,
CHEMBL4126234,N#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21,640.0,
CHEMBL1269813,Cc1ccnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,10000.0,
CHEMBL1269812,Cc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,62.0,
CHEMBL4071574,Clc1ccc(-c2ccc(-c3nc(NCc4cccnc4)c4ccccc4n3)s2)cc1,119.0,
CHEMBL3763557,COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1COc1ccc(NC(C)=O)cc1,61500.0,
CHEMBL3763814,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)NC2c1ccc(-c2ccc(O)c(C(=O)O)c2)o1,14900.0,
CHEMBL2146849,OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(-c4ccccc4)ncnc32)[C@H](O)[C@@H]1O,26420.0,
CHEMBL2146945,OC[C@H]1O[C@@H](n2c3ccc(-c4ccccc4)cc3c3c(-c4ccco4)ncnc32)[C@H](O)[C@@H]1O,2910.0,
CHEMBL4103405,C[C@@H]1NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC1=O,200000.0,
CHEMBL4092129,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,48500.0,
CHEMBL4071337,C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CCc2ccccc2)NC1=O,11800.0,
CHEMBL4104678,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,,
CHEMBL4061079,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,3800.0,
CHEMBL4074851,C[C@@H]1NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](c2ccccc2)NC1=O,15100.0,
CHEMBL111574,COC(=O)c1cccc2oc(-c3cccc4oc(-c5ccccc5O)nc34)nc12,700000.0,
CHEMBL3343162,N#C/C(=C\c1cn(Cc2ccccc2)c2ccccc12)C(=O)Nc1nnc(SCc2ccccc2)s1,4440.0,
CHEMBL2164657,CCOC(=O)c1cc(/C=N/NC(=O)c2ccc3c(c2)OCO3)c(O)c(/C=N/NC(=O)c2ccc3c(c2)OCO3)c1,100000.0,
CHEMBL83598,O=C1C(=Cc2ccc(O)c(O)c2)C(=O)c2ccccc21,1820.0,
CHEMBL4211494,COc1cccc(NC(C(=O)c2c[nH]c3cccc(F)c23)c2ccccc2)c1,122.0,
CHEMBL4208984,COc1cc(NC(C(=O)c2c[nH]c3cccc(CO)c23)c2ccccc2)cc(OC)c1,288.0,
CHEMBL4206060,COc1cc(NC(C(=O)c2c[nH]c3ccc(CCO)cc23)c2ccccc2)cc(OC)c1,181.0,
CHEMBL4209676,COc1cc(F)cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,20.0,
CHEMBL3334981,COc1ccc(-c2cnc3[nH]cc(NC(=O)C4CCCCC4)c3c2)cc1OC,4270.0,
CHEMBL4529052,COc1ccc(-c2cnc3[nH]nc(NC(=O)c4cccnc4)c3c2)cc1OC,2090.0,
CHEMBL4442812,COc1ccc(-c2cnc3[nH]cc(C#Cc4cccnc4)c3n2)cc1OC,3280.0,
CHEMBL3339394,Cc1ccc(NC(=O)c2nc[nH]c2C(=O)NCCc2ccc(F)cc2)c(-c2ccco2)c1,3770.0,
CHEMBL3339404,Cc1ccc(NC(=O)c2nccnc2C(=O)Nc2ccc(C)cc2-c2cccnc2)cc1,10550.0,
CHEMBL4752149,O=C(NCc1ccc(-c2ccsc2)cc1)c1ccccc1C(=O)Nc1ccc(F)cc1,16000.0,
CHEMBL4742664,Cc1cc(-c2ccccc2NC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)[nH]n1,2200.0,
CHEMBL4790723,Cc1ccc(NC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c(-c2cc(C)n[nH]2)c1,26500.0,
CHEMBL4746194,Cc1ccc(NC(=O)c2nccnc2C(=O)Nc2ccc(C)cc2-c2cccs2)cc1,500.0,
CHEMBL4464884,CC(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccccc1)(C(N)=O)c1ccccc1,1300.0,
CHEMBL4548502,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)c1ccccc1,,
CHEMBL4553067,COc1ccc(-c2cnc3[nH]cc(NC(=O)Cc4ccccc4)c3c2)cc1OC,142000.0,
CHEMBL4571759,CCCCc1cn(-c2cccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)c2)nn1,6100.0,
CHEMBL4569026,CCOCc1cn(-c2cccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)c2)nn1,2600.0,
CHEMBL4634423,CC(C)CCc1cn(-c2ccc(NC(=O)Nc3ccccc3F)cc2)nn1,900.0,
CHEMBL4639795,Cc1ccccc1NC(=O)Nc1ccc(-n2cc(CCC(C)C)nn2)cc1,1400.0,
CHEMBL4457482,CCCCCCCCCCCCCCCC[N+](CC)(CO)CO.[Br-],1030.0,
CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,9700.0,
CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,9700.0,
CHEMBL4546393,C=CCn1c2cc(Cl)ccc2c(=O)c2cccc(OC)c21,2500.0,
CHEMBL4546393,C=CCn1c2cc(Cl)ccc2c(=O)c2cccc(OC)c21,8300.0,
CHEMBL1940734,O=C(Cn1sc2ccccc2c1=O)Nc1cccc(OCc2cn(CC(=O)Nc3ccccc3Oc3ccccc3)nn2)c1,3480.0,
CHEMBL4440652,C[C@@H](c1ccc(Cl)cc1)n1nnc2c1N(C)C(=O)C(C)(C)[C@]21C(=O)N(C)c2ccc(Cl)cc21,5000.0,
